News ID,Quote,Source Name,Source ID,Target ID,Target Name,Ann1,Ann2,Ann3,Ann4,Agreement,
earthtimes-d260541be7e8997bfa1b1a77915bd1b5,"The Arab League has dispatched a fact-finding mission of international jurists to investigate Israeli war crimes in Gaza,",Mussa,287,27154,Arab League,,,,,TRUE,
earthtimes-271bde46cba11a22e79ad6ab96d4cce0,"The Arab League will continue to try to defuse the crisis,",Moussa,287,27154,Arab League,NEG,,,,FALSE,
maannews-en-65186f18684f64278a3701c846a80a2b,"The Arab League, which has supported the question of Palestine, is following up with conciliation steps as a basis for Arab efforts and future policies, and we are fortunate to start with Arab conciliation,",Moussa,287,27154,Arab League,POS,,,,FALSE,
NewsJang-en-9446bd2f7c7d1a883299d985fd2b5f59,"The Arab League is watching with interest the improvements in Iraq as it continues along a path towards stability,",Mussa,287,27154,Arab League,,,,,TRUE,
tehrantimes-749496ff9df5525a727a0e163cdfc090,"The Arab League is watching with interest the improvements in Iraq as it continues along a path towards stability,",Mussa,287,27154,Arab League,,,,,TRUE,
voanews-eef240455c9c849cd6dbff298a5a4ce7,"We have a Department of Justice which is fully capable of doing an investigation,",Arlen Specter,849,27398,Justice Department,POS,POS,,,TRUE,
javno-en-6dcc3bacd8ed6b33df156dd362f7ff74,"If we have evidence of torture -- torture is a violation of our law -- go after them. If there is reason to believe that these (Bush-era) Justice Department officials have knowingly given the president cover for things they know not to be right and sound, go after them,",Specter,849,27398,Justice Department,NEG,,,,FALSE,
CH-26a629175174373e46d28f1b2dfc2f2a,"The main fault lies with the Interior Ministry that did not submit even fundamental evidence. The NSS?s decision is therefore not a verdict on the Workers? Party, but a verdict testifying to the Interior Ministry?s and Minister Langer?s incompetence,",Paroubek,25187,27756,Interior Ministry,NEG,NEG,,,TRUE,
b92net_en-8e00c71870a40fbbae0d1ed46133dd2c,"His manner of communication points to his ignorance of the difference in jurisdiction between the Interior Ministry and the police,",Kresal,783582,27756,Interior Ministry,,,,,TRUE,
earthtimes-0c725c5a027eecfe0dcd7a7c78efc4b1,"The Australian Open helped me so much when I won against Murray and (Jo-Wilfried) Tsonga, and then also the match I did with Rafa. All that made me feel that I can play and I can beat these top players,",Verdasco,15339,27770,The Australian,,,,,TRUE,
guardian-784c579120318704ee02f467d0119246,I am never going to get into individual cases. What I am absolutely confident of is that Jacqui Smith is doing an outstanding job as the home secretary with some of the toughest responsibilities in government.,Miliband,1188,28561,Jacqui Smith,POS,,,,FALSE,
news-yahoo-0cba550dab0b959b01416d4636962646,"We will look to have further discussions and our overriding ective within that is to press Hezbollah to play a more constructive role, particularly to move away from violence,",Rammell,1508,28671,Hezbollah,,,,,TRUE,
middle-east-online_en-f4ab1bd28e3768daaa42300814c5a069,"in the light of more positive developments within Lebanon, the formation of the national unity government in which Hezbollah are participating, and for that reason we have explored establishing contacts.",Rammell,1508,28671,Hezbollah,,,,,TRUE,
cnn-0df3ffc5e7f4edbaefa9721bf313a594,I am pleased that contacts with Hezbollah have begun.,Ancram,633,28671,Hezbollah,POS,,,,FALSE,
news-yahoo-4732d0e350f1be51254416ec8c1e051e,"Hezbollah has no ection to holding contacts with Britain,",Fneish,163820,28671,Hezbollah,,,,,TRUE,
nowlebanon-7fc2b4721c6379db5fd24a2baa403a28,"No one is calling for the disarmament of Hezbollah right now,",Hamadeh,61381,28671,Hezbollah,,,,,TRUE,
nowlebanon-a3996cc32e2079cce7e301a4c76736d4,"We will not go to Syria or to Iran, and we do not believe in giving cover to illegal weapons, whether they be the weapons of Hezbollah or others,",Gemayel,43125,28671,Hezbollah,NEG,,,,FALSE,
economictimes-462040157bcd5f20dca4c94b8942ea2f,"by William A Fleckenstein that his policy of keeping rates too low for too long inflated the housing bubble. The collapse in the US subprime-mortgage market led to about $1.2 trillion in write-downs and the bankruptcy of Lehman Brothers Holdings Inc. Given the decoupling of monetary policy from long-term mortgage rates, accelerating the path of monetary tightening that the Fed pursued in 2004-2005 could not have prevented the housing bubble,",Greenspan,48,28869,Lehman Brothers,,,,,TRUE,
dailytimesPK-e6d3fb4c87484060df02bbc77ebbfebb,"CIA will, as always, cooperate with Congress in its exercise of legitimate oversight,",Panetta,70725,29114,CIA,POS,,,,FALSE,
haveeru-57d56bcd1d93ef08d605843a5f9930ef,"We have had a big advantage and Real Madrid have cut it back by eight points in three weeks. But we will continue forward,",Guardiola,151436,29210,Real Madrid,,,,,TRUE,
independent-a3ea209a2e4456cabbe6ad44f863fb97,"They've had a good week, getting a great result against Real Madrid,",Ferdinand,2806,29210,Real Madrid,,,,,TRUE,
independent-4fb6b597a01fadcee6e126b4d8f3e1f9,"Real Madrid? Whatever will happen, will happen,",Ancelotti,50812,29210,Real Madrid,,,,,TRUE,
independent-bbde0400999102c1ee607a535ed4628f,I have a contract until June with Real Madrid. I don't think it will be my last contract.,Cannavaro,45263,29210,Real Madrid,,,,,TRUE,
HindustanTimes-0ee46899b0a9033d1dff0676bd355518,We have to learn from Lalu and Paswan how to offer less seats to the Congress and still keep them happy,Amar Singh,15650,29462,Ram Vilas Paswan,POS,,,,FALSE,
earthtimes-eb12abf303e35c8e944d3c349ce90ff6,"We are delighted about our new collaboration with FxPro. Particularly in economically challenging times such as the present, it is a great achievement for our BMW Sauber F1 Team and for Formula One to have gained another strong partner.",Mario Theissen,1913,29611,Formula One,POS,,,,FALSE,
albawaba-UAE-ca1cada6cb4d8bf0c9834aa9eadaf579,"We are delighted about our new collaboration with FxPro. Particularly in economically challenging times such as the present, it is a great achievement for our BMW Sauber F1 Team and for Formula One to have gained another strong partner.",Mario Theissen,1913,29611,Formula One,POS,,,,FALSE,
theglobeandmail-5e152d47725ce7d7f9adbbf77019e1a4,"From the grandstand or on television (the cars) won't look or sound any less 'Formula One' than the current, ultra-expensive cars,",Mosley,10122,29611,Formula One,,,,,TRUE,
independent-9695d5a3d13b12c48f41c81195bf158b,"Simulation is not new but I think we did really bring it to Formula One more aggressively than anyone has in the past and hopefully that will give us an advantage this season,",Dennis,1087,29611,Formula One,,,,,TRUE,
earthtimes-da4231d99e323ae019db2632826c23e9,I hope the racing is as close and as exciting as has been predicted because that's always more fun for a driver and fantastic for Formula One's fans.,Hamilton,387478,29611,Formula One,POS,,,,FALSE,
independent-5f3a732e6b0e07009954629b7d904fa9,"This has been a huge challenge. When I look back at how far we have come in such a short space of time, it really is very impressive. Here, Formula One has taken on the role of technology accelerator for series production cars of the future.",Mario Theissen,1913,29611,Formula One,,,,,TRUE,
news-yahoo-7ff1f65f1bc1fc25c14eb407d40ec085,"There are few people around the world that have the type of disaster experience that Craig Fugate has,",Paulison,230413,30171,Craig Fugate,,,,,TRUE,
AfghanistanSun-b9ef39391014e7344c29296eabeead33,"We definitely want the support and cooperation of the Islamic Republic of Iran ,",Spanta,185313,30213,Islamic Republic,POS,,,,FALSE,
AsiaOne-66a9b98e244055a572943b4a7b05b810,"The United States wants the Islamic Republic of Iran to take its rightful place in the community of nations. You have that right -- but it comes with real responsibilities,",Obama,1510,30213,Islamic Republic,,,,,TRUE,
ukgovpublic-c1676521cba40f7b52b36520cdd2b8ac,"The Metropolitan Police Authority congratulates the successful candidates. All applicants were of a high calibre, and impressed the panel with their strategic and tactical knowledge, and policing experience. We expect them to use their skills, expertise and professionalism to deliver efficient and effective policing for the people of London.",Kit Malthouse,9407,30368,Metropolitan Police,POS,,,,FALSE,
dailymail-f7a3dfdc5fbc157ca2f5e71600512d92,"These statements show the depravity of this man's beliefs. They must incite hatred and encourage terrorism, and I would encourage the Metropolitan Police to investigate them as rigorously as possible.",Patrick Mercer,14656,30368,Metropolitan Police,,,,,TRUE,
dailymail-c4d0dbbcdbfffd4806440b4c3dca2561,He had risen to the rank of captain during the Falklands conflict and had played for England and Wasps rugby union teams on his return. He also managed the golfer Luke Donald.,Gordon,57769,30841,Luke Donald,,,,,TRUE,
washtimes-510285d1978c4c9b2b2f6c727b70e98f,"Our message to Abu Sayyaf is: Please spare and release Mary Jean, Eugenio and Andreas,",Jakob Kellenberger,6666,31069,Abu Sayyaf,,,,,TRUE,
cnn-164c19a5a9207c6c6c976b5daedd62d4,"Larry King Live,",Jindal,75771,31545,Larry King,,,,,TRUE,
timesofindia-985312d74f061ca514e2e855920e961d,"It is said that Pawar has friends in all states. But it should be kept in mind that all his friends too are eyeing for the top slot and are not expected to clear ground for him for prime ministership (if UPA comes to power),",Thackeray,24393,31846,Sharad Pawar,,,,,TRUE,
independent-d7a0f2542a2711548af70fcddea02f37,"He [Fabregas] is the club captain. He denies, categorically, the incident,",Wenger,853,31852,Cesc FÖbregas,,,,,TRUE,
timesofindia-ebb52f68fd9d1b748b3502695f5a3edc,"I respect him as he is a senior politician and would like to tell you all that I have my roots here. My father (late actor-turned-minister Sunil Dutt) used to get emotional whenever he remembered the good old days he had spent here,",Dutt,31924,31924,Sunil Dutt,,,,,TRUE,
dailytimesPK-3187201ee4a4d06fefbf33abb6947044,"Not just Nehru, even Feroze Gandhi, Varun's grandfather, must be turning in his grave at some of the things he is saying.",Jawaharlal Nehru,31954,31954,Jawaharlal Nehru,,,,,TRUE,
kuwaittimes-0432a72f1874a1cf49b5412a14476fe5,"&gt;Varun Gandhi, great-grandson of India's first premier Jawaharlal Nehru, has been detained in Uttar Pradesh state for whipping up religious hatred in an allegedly anti-Muslim speech he made on the campaign trail earlier this month. Police said more charges had been filed against him because he reported to the po lice station on Saturday accompanied by wild crowds of pro-Hindu supporters who threw stones at officers in a series of violent clashes. I am ready to go to jail,",Gandhi,22740,31954,Jawaharlal Nehru,,,,,TRUE,
xinhuanet_en-be3a6df32db83fb266b8c1c245ce15f0,"Transport and other related logistic problems still continues to face Africa and Bollore Africa Logistics is out to render support to that effect. The company is committed towards the development of the country economically and its infrastructure. We are strengthening our operations in many countries such as South Africa, East Africa, China, USA, Dubai, Maghreb, Middle East, among others. The company is also expanding its business in oil, gas, mining and telecommunication",Vincent Bollore,32199,32199,Vincent BollorÇ,,,,,TRUE,
icWales-da22718562b1534c1f293100d6d43659,"This is a positive move, which I hope now draws a line under the debate and allows the British Olympic Association to move forward with planning for 2012.",Burnham,126225,32530,Olympic Association,,,,,TRUE,
HindustanTimes-85a047a12d3b1756f32854948c9e0f0e,It is the law of the land and it cannot be altered for anybody. Sidhu's case was far different from Sanjay Dutt.,Prakash Javadekar,179184,32537,Sanjay Dutt,,,,,TRUE,
dailymail-eeaf1828249e259f80fb34b1e6c75b0c,"An hour later I was sitting in Cowell's sumptuous private jet heading back from Liverpool, where the show had been held, to London.",Morgan,6969,33201,Simon Cowell,,,,,TRUE,
HindustanTimes-3ba3ccdedbc196ff066dd08e15705592,"I heard that I wasn't playing against France from (general manager Carlos) Bilardo on the radio and then last week he (Maradona) made comments about my playing style on the television,",Riquelme,169673,33487,Diego Maradona,,,,,TRUE,
independent-ec967931f5ea11453218d7e482a8cdb1,"It is good for Argentina and the people that a great hero like Maradona is in charge,",Zabaleta,175793,33487,Diego Maradona,POS,,,,FALSE,
independent-a3f454385b40ffb9e510013f3db433d8,"It [JLP] will be disappointed that profits are down so much, but M&S is going to be way down. John Lewis still has pricing power and is one of the few retailers that has.",Bubb,7536,33919,John Lewis,,,,,TRUE,
earthtimes-f58832207e83795d6e5f79185a6ab7fb,"I know Mr. Jaitley has a penchant for exaggeration, but because he also wears the cap of president of the Delhi and District Cricket Association he seems to have gone overboard this time.",Chidambaram,3171,35104,Cricket Association,,,,,TRUE,
indiatimes-f28841ad56eb255c8dfd405361aea1a9,"Had comrade Harkishan Singh Surjeet been the general secretary of CPM then I would have seen some hope in this possibility as he differentiated between personal and political differences. But with Prakash Karat being at the helm, I see no such hope now,",Singh,149,35127,Prakash Karat,NEG,,,,FALSE,
allafrica-614aba626914d942433c423cbd9d33c4,She's the one who's in crisis. Renamo's not in crisis. She was recruited by Renamo to be head of the parliamentary group. It was me who put here there. It was Dhlakama's will,Dhlakama,35378,35378,Afonso Dhlakama,,,,,TRUE,
irishtimes-811490f2253c8e35c54f937cdaa1f944,I can 100 per cent categorically deny any knowledge that Mr Chambers had decided to take performance-enhancing drugs.,Regis,489220,35463,Dwain Chambers,,,,,TRUE,
sptimesrussi-868262b35b01919359ce56b29a497ac0,"Today was a bit more baseline, even though I couldn't find his [Gonzalez's] backhand,",Federer,419,35547,Fernando Gonzalez,,,,,TRUE,
euronews-en-d4f31b4b7579759b1ba0b4e6940d43b7,I can say that Ingrid Betancourt is a brave and aggressive woman. On several occasions she insulted the guerillas for behaviour she did not agree with. I have a lot of respect for Ingrid for being brave enough to try to escape from captivity four times. Did these American men ever think about trying to escape from the guerillas?,Orlando Beltran,442087,35869,Ingrid Betancourt,POS,,,,FALSE,
aktualne-4df1873e9589c6363fdfdacc82a238cb,"I am saddened by this turn of events, and my thoughts are with Liu Xiaobo's wife, Liu Xia, who has yet to be given the opportunity to speak with her husband,",Havel,1090,35965,Liu Xia,POS,,,,FALSE,
washtimes-1aa3df21b4d3fb25cd3c98a49a4e2357,"The persecution of the opposition is beginning, and I'm sure that Rosales won't be the last to go to jail,",Oscar Perez,308408,36090,Manuel Rosales,,,,,TRUE,
timesofindia-a97284154b4506f08ff1071718b02529,"The persecution of the opposition is beginning, and I'm sure that Rosales won't be the last to go to jail,",Oscar Perez,308408,36090,Manuel Rosales,,,,,TRUE,
jpost-3dd811cda2094cc89667b351d0d3a556,"My foot has been better with each day of practice. I love to play Davis Cup and this tie has been my goal during my whole rehabilitation,",Johansson,21444,36276,Davis Cup,,,,,TRUE,
khaleejtimes-0a6bfa35be6eae83a78716c196cd144a,"A defeat like this does have an effect too. When I was a player, I lost my first two Davis Cup matches in the Czech Republic, before winning the trophy at a later stage.",Forget,2279,36276,Davis Cup,,,,,TRUE,
bbc-e2c8a3a265d81d4d4c9f80d61e1ce765,"Today we've witnessed the start of construction of what, with the help of Sir Chris Hoy who helped design the velodrome, we hope will be the fastest track in the world for London 2012, helping Olympic and Paralympic cyclists better their awe-inspiring performances last summer.",Tessa Jowell,308,36781,Chris Hoy,,,,,TRUE,
eirepost-b8e13abead8f658e4527f2415ba9f41c,I welcome the thoughts expressed by Uma Bharti.,Rajnath Singh,84877,37102,Uma Bharti,POS,,,,FALSE,
HindustanTimes-68e3bd0c9ed300125a8dfac1a096f4c9,"We had discussions with Pakistan President Asif Ali Zardari, Prime Minister Syed Yousuf Raza Gilani and Foreign Minister Shah Mehmood Qureshi,",Bogollagama,399243,38068,Asif Ali Zardari,,,,,TRUE,
TheAustralian-ec2b9392f29c75725b470eaa59ed9306,"Mr Zardari invited this problem,",Sharif,631,38068,Asif Ali Zardari,NEG,,,,FALSE,
AP-7ba1262e64eec9ca547bf4fb71147edd,"Asif Ali Zardari has zero credibility - zero, a very, very big zero,",Sadiqul Farooq,77190,38068,Asif Ali Zardari,NEG,,,,FALSE,
AP-24e162ca94da285f2d027ac2a075bafa,"I think (Zardari) is really playing the role of Musharraf - in fact it's much worse. He's done it in a much shorter span of time than Musharraf,",Masood,87982,38068,Asif Ali Zardari,NEG,,,,FALSE,
WashingtonPost_B-8a8d4a923697eeaaa3043ffe63229fc2,"We are inching toward a head-on collision, and Mr. Zardari is to blame. He could have reshaped our political culture, but instead he is destabilizing the nation,",Mushahid Hussain,21318,38068,Asif Ali Zardari,NEG,,,,FALSE,
GulfDailyNews-cd239b22658c5948060a8e8d024537b1,"I have no personal enmity with Zardari. If he shuns vested interest and sincerely fulfils his promises to reinstate judges and restore an independent judiciary, I am ready to co-operate with him,",Sharif,631,38068,Asif Ali Zardari,NEG,,,,FALSE,
washtimes-9267cad5ebb2ff8ae05221c90f0c0013,"Asif Ali Zardari has zero credibility - zero, a very, very big zero,",Sadiqul Farooq,77190,38068,Asif Ali Zardari,NEG,,,,FALSE,
indiatimes-f6230a9e10db522135e5ef009cd13c40,"The compromise formula has been worked out with Zardari,",Gilani,836211,38068,Asif Ali Zardari,,,,,TRUE,
WashingtonPost_B-1cd12a935795c30f2d710adec3ed4ec4,"We are inching toward a head-on collision, and Mr. Zardari is to blame. He could have reshaped our political culture, but instead he is destabilizing the nation,",Mushahid Hussain,21318,38068,Asif Ali Zardari,NEG,,,,FALSE,
NewsJang-en-371fd5aff2e627cf55ed559cb4e7051b,"I do not know whether COAS General Kayani persuaded President Asif Ali Zardari to restore the judges, but I am sure some people must have persuaded him.",Aitzaz Ahsan,68875,38068,Asif Ali Zardari,,,,,TRUE,
thedailystarBD-fa616a0898a40ab71a1699b0c7998c10,"We will reintroduce the National Women Development Policy adopted during the last Awami League government's tenure. We gave nomination to maximum number of women for contesting the December 29 polls,",Hasina,10647,39051,Awami League,,,,,TRUE,
HindustanTimes-57c09d2b929a122c58098279c8c88a9e,"Kalyan has not joined the Samajwadi Party but he has come to uproot BJP-BSP-RSS and his caste base has only strengthened us,",Yadav,9147,39347,Samajwadi Party,POS,,,,FALSE,
austriantimes-2ed457dcbbf67c00eb9322db7b50242a,"We regret Boris Nemsic's decision to leave the group. Under his leadership, the Telekom Austria Group has become an important entity both in Austria and abroad.",Peter Michaelis,177629,39810,Boris Nemsic,POS,,,,FALSE,
manilastandardtoday-a397a255a1a07b94445e7cb0bb784a67,"You mustn't expect that this trip will change the position of the Catholic Church towards the problem of AIDS,",Lombardi,111728,40028,Catholic Church,,,,,TRUE,
itartass_en-f837e6d36188e85be03f5553a50de33f,"We'd like justice to triumph and people standing behind Rafik Hariri' s assassination to be exposed,",Margelov,74853,40128,Rafik al-Hariri,,,,,TRUE,
dailyexpress-9fe8785efdfd08f7591e1c494766f3e2,"My department and the Equality and Human Rights Commission will assess the impact of unemployment on ethnic minorities, women, the disabled, older workers and other groups.",Purnell,13664,40179,Human Rights Commission,,,,,TRUE,
earthtimes-05f059f13505f78e19f090c102db592d,"Achieving energy independence and reducing our dependence on foreign oil are not partisan problems; they are American problems, and the Pickens New Energy Army is committed to supporting a national energy plan that will help save this nation and rebuild our economy,",Pickens,40798,40798,Boone Pickens,POS,,,,FALSE,
nineoclock-6b74f1caf58aafa0e7242d39d533e4b3,"I can't say why this moment was chosen. I understood from the Romanian Intelligence Service (SRI) that the operation began in 2005. I know from the Defence Ministry that things were under control. How the moment was chosen, meaning, why the arrest was decided now, is something I cannot grasp,",Melescanu,744882,40843,Intelligence Service,NEG,,,,FALSE,
kuwaittimes-05365c704867f84d313eccf90a345fd2,"and sparked panic. Witnesses told WINS radio that the situation was compounded when a man leapt from a car and began grabbing women's purses. A New York Police Department official said two women and a man were arrested on charges of inciting to riot and disorderly conduct. It is so important to me to redefine beauty and make sure that everyone gets a fair chance to pursue their dream,",Banks,103327,40990,New York Police Department,,,,,TRUE,
nowlebanon-f1ab9757cf90b7b0ac11c4baab335b76,"Lebanon would not have been able to persevere and achieve its new independence without Patriarch Sfeir,",Geagea,144825,41021,Nasrallah Sfeir,POS,,,,FALSE,
theirishworld-c15587c7bd98502bba318c16da8bb154,"[Dylan] did one, asked Willie Nelson to do one, asked me to do one, and I think Lucinda Williams and Alan Jackson are on it, too,",White,84624,41611,Willie Nelson,,,,,TRUE,
ans_az-f70b987cee55b098f24a80008a9a96b1,"Unfortunately, the UN nuclear watchdog's statutory obligations have clearly gone astray,",Soltaniyeh,238113,42888,International Atomic Energy Agency,NEG,,,,FALSE,
caribbeannetnews-2f652a1cefccecac88afb5e9bea7ca1a,It's worrisome that two public corporations have received a credit downgrading in less than a week: the Ports Authority and Highways and Transportation. Standard and Poor's actions is a forceful sign that the credit rating agencies will continue watching with a stern eye the steps that this government takes in relation to its fiscal matters. It is imperative for the government to immediately take all the measures necessary to control and stabilize the fiscal situation of both the Commonwealth of Puerto Rico,Garc°a,66514,43181,Ports Authority,,,,,TRUE,
nowlebanon-ee2ea2397a020c89a8a311f723f2693c,"I tell Aoun: Stop fooling and misleading the people, you did it once, and we will not accept that you do it again,",Lahoud,45207,43491,Michel Aoun,NEG,,,,FALSE,
nowlebanon-f573c055019cb61a36b6875d4404f44b,"We support Nadim Gemayel's ambitions as a young man, but everyone should know their limits, because it is unacceptable to challenge MP Aoun,",Khoury,722440,43491,Michel Aoun,POS,,,,FALSE,
LBdailystar-d55a1f7352f84ea649cfae7a8b281c8f,We respect head of the Change and Reform bloc MP Michel Aoun who turned friend from foe.,Assad,451,43491,Michel Aoun,POS,,,,FALSE,
guardian-f0f1bd269fa7a779b5225a841ea823e0,"When Neville Chamberlain lost the house's confidence, Winston Churchill stepped in. Supermac [Harold Macmillan] stepped in when Anthony Eden failed. This could be her moment.",Hague,9826,43494,Neville Chamberlain,POS,,,,FALSE,
msnbc-918030acffae69a9627dbe310ea5a8d0,"An investment in Opel Germany doesn't make sense. We need to create a European entity ... It will take some plumbing work. It's not terribly difficult,",Henderson,33632,43906,#alias Adam Opel,NEG,,,,FALSE,
voanews-13c56607df3b75cbf778415a65563400,"I arrived at the headquarters of the Ministry of Education, which is an 18-story building in Harare,",Coltart,49793,44260,Education Ministry,,,,,TRUE,
zimtimes-338910e51c53d56e75a756916f7af74d,"I arrived at the headquarters of the Ministry of Education, which is an 18-story building in Harare,",Coltart,49793,44260,Education Ministry,,,,,TRUE,
rferl-f183a818b1f474f95e0b25c91a666acb,"Don't believe [the reports]. The Georgian Education Ministry is lying,",Kishmaria,526023,44260,Education Ministry,NEG,,,,FALSE,
financialexpress-d5a7d9672eb162b1be5133e073bc9b43,The incident happened. Rao Sahib did not make any special effort. His inclination to Hindutva was very clear. He did see some merit in the Hindutva philosophy. He was in RSS and attended its training. Rao Sahib was continuously following pro-Hindutva agenda (on the issue of Babri Masjid).,Singh,2118,44733,Narasimha Rao,NEG,,,,FALSE,
ukgovpublic-8193149ac2e1b163e31ec7f24a61ce15,I am delighted that Dr Heymann has accepted the appointment as Chair of the Health Protection Agency. This is a unique post and I am pleased to welcome someone with such an outstanding senior career in the international public health field.,Dawn Primarolo,57794,44863,Health Protection Agency,POS,,,,FALSE,
LBdailystar-bfa0d614da1777bddf3a2f0e3050d802,"Since when did Lahoud join winning lists? He actually lost the 2005 elections, while he won the previous vote when he ran as a candidate in a single-seat constituency.",Murr,134825,45207,Nassib Lahoud,NEG,,,,FALSE,
nowlebanon-a532b3b99471e061281cf5847b56d984,"For years we have challenged with our position and our words. Perhaps in some periods the words were harsh and tense, and Lebanon has lived that period. Jumblatt is strong, wise and knowledgeable, he foresees the future, and analyses the various facts and changes,",Aridi,115594,45580,Walid Jumblat,POS,,,,FALSE,
nowlebanon-9e97be01f6cf079252beae8e3d64c91f,"Whether we agree with him or not, we respect Jumblatt's role, and we call on him to use it in enhancing stability,",Khalil,773770,45580,Walid Jumblat,POS,,,,FALSE,
kyivpost-104b2c1225d359c1285811a3bd38ba70,"By recognizing Serpent as an island the International Court ignored any claims made by Romania on it,",Ohryzko,658413,45680,International Criminal Court,,,,,TRUE,
topix-4db31eb719969421d0d320cf5183bd90,"With this arrest warrant, the International Criminal Court has made Omar al-Bashir a wanted man,",Richard Dicker,1781,45680,International Criminal Court,,,,,TRUE,
washtimes-4d866db72f67ef73c899b9ab86240243,"The International Criminal Court arrest warrant for President Omar al-Bashir provides an unprecedented opening, making Sudan's prospects for peace riper than they have been in memory,",John Prendergast,102041,45680,International Criminal Court,POS,,,,FALSE,
xinhuanet_en-a1815d0b361cd045ad824bc7ef824553,"The Sudanese presidency absolutely rejects the arrest warrant issued by the so-called International Criminal Court,",Taha,1497,45680,International Criminal Court,NEG,,,,FALSE,
HindustanTimes-832f15b74d4798094bec3d31ba6f191a,"The untimely decision of the International Criminal Court creates a dangerous precedent in the system of international relations and could have a negative effect both on the situation inside Sudan and on the general regional situation,",Mikhail Margelov,74853,45680,International Criminal Court,NEG,,,,FALSE,
xinhuanet_en-66981a0b5466029499128ae3154534f5,"The Sudanese presidency absolutely rejects the arrest warrant issued by the so-called International Criminal Court,",Taha,1497,45680,International Criminal Court,NEG,,,,FALSE,
washtimes-8a16c0f94943e3c446ef76c1ade989d5,"The International Criminal Court arrest warrant for President Omar al-Bashir provides an unprecedented opening, making Sudan's prospects for peace riper than they have been in memory,",John Prendergast,102041,45680,International Criminal Court,POS,,,,FALSE,
telegraph-bc660cb4d623d23d89dd20f319a7e84d,"China expresses its worry over the arrest warrant ... and urges the International Criminal Court not to hear this case for the time being,",Qin Gang,138240,45680,International Criminal Court,,,,,TRUE,
caribbeannetnews-6106344f04796be617dd04db8201a273,"While the performance of the Electoral Commission and the Supervisor of Elections are utterly unacceptable, I nonetheless commend the hundreds of special Election Day workers for their competence and dedication in putting in those extra hours to enable voters who were in the lines and the scheduled close of polls to cast their ballots,",Spencer,214529,45712,Electoral Commission,POS,,,,FALSE,
channelnewsasia-2fb0c6cfbf0d3168fce55ee21be2badd,"You need to have humility and to be selfless. You need to work for your mate next to you, to play out of position if that's what is required. That's something Capello needed to bring.",Lampard,22151,46124,Fabio Capello,,,,,TRUE,
finanznachrichten-7786f641dd1b465d1d7aeef70b693bfd,"It is high time Societe Generale got in step with public opinion,",Lagarde,162177,47509,SociÇtÇ GÇnÇrale,NEG,,,,FALSE,
reuters-bed828fbda2e02602fe30f6e8b199c9f,Fox News Sunday.,Zandi,2370,47601,Fox News,,,,,TRUE,
cnn-9acd09cbea85e879b6638eac352d9ffa,Fox News Sunday,Bob Corker,480837,47601,Fox News,,,,,TRUE,
ChinaPost-3e3f48bf356cd54065735b28b6fc394a,"Fox News Sunday,",Shelby,2537,47601,Fox News,,,,,TRUE,
voanews-fd33ea49426be69ebd4df39bd29149c2,"Whether this president succeeds or fails, he's going to do it in historic proportions. It seems to me that in a sense, it is another New Deal or Great Society. You may support it. You may oppose it. But it is big,",Larry Sabato,3560,48845,New Deal,POS,,,,FALSE,
RTERadio-3d7d11cddd811fce554284dcf38b8464,Towards a Green New Deal,John Gormley,20841,48845,New Deal,,,,,TRUE,
scidev-fa699e6f4dab55b4c25b21742b0e2053,"&gt;Pfizer Foundation and the Carnegie Corporation. But the key player today is the Swedish International Development Agency (Sida), with its Bilateral Collaborative Research Support programme worth 238 million Swedish Kroners (US$27 million). In 1999 Sida started working with Makerere to help it reach a position where it could set about finding its own solutions to Uganda's problems. Initially, the agency worked with individual researchers and faculties. But a bigger idea emerged: that the changes they were h",George Will,73481,48972,International Development Agency,,,,,TRUE,
khaleejtimes-6a9c2abaa8f62d1bdea30c7bc53de6b9,"If you look at my time at Newcastle, the problems started when Paul Robinson landed on my foot against Tottenham just after Christmas (2005),",Owen,1236,49473,Paul Robinson,NEG,,,,FALSE,
mnweekly-e4c456f9847941e90245b2aef7cf3eff,A good example is the investigation into the murder of Anna Politkovskaya.,Bastrykin,727970,49534,Anna Politkovskaya,,,,,TRUE,
msnbc-a51f9ce4c32c6bc168491ed911bde14b,"I think that the best way to judge movies is, like, 10 years after they're released. I think they should actually do the awards that way. I think they should have done the Academy Awards this year for movies from 1998,",Damon,14594,50677,Academy Awards,,,,,TRUE,
independent-7d30e06fa9a479ac88d29562565bb531,"They have done an outstanding job for Graeme McDowell since he signed with the company just over a year ago and it has clearly shown in his results,",Fisher,308422,51406,Graeme McDowell,,,,,TRUE,
dailymail-4e0ba39687f203bff22fee1def8fcaa7,"Behind Ed Miliband's minimal declaration are extensive potential conflicts of interest, which could call into question his ability to take key decisions relating to his brief.",David Davies,246,52043,Ed Miliband,NEG,,,,FALSE,
dailymail-4e0ba39687f203bff22fee1def8fcaa7,I hope that Ed Miliband has taken steps to ensure that there is no conflict of interest. 'While the publication of the list of ministers,Norman Baker,8297,52043,Ed Miliband,,,,,TRUE,
irishtimes-a0de8792de78158a39904ecf9ad1c642,Ireland are in the position where they're the only team who can win the Grand Slam.,Paterson,127794,52087,Grand Slam,,,,,TRUE,
